transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification,bank_amount,bank_settlement_date,ledger_amount,posting_date,bank_record_count,eur_rate,amount_eur,bank_difference,ledger_difference,settlement_days,anomaly_score,is_anomaly,reconciliation_status
TX-100136,C-1075,P-03,2026-07-19,2026-07-20,759.2,USD,Card payment,Consumer,759.2,2026-07-20,759.2,2026-07-20,1,0.92,698.46,0.0,0.0,1.0,54.2,False,Matched
TX-100137,C-1115,P-01,2026-07-13,2026-07-15,51.94,EUR,Transfer,Operational,51.94,2026-07-15,51.94,2026-07-15,1,1.0,51.94,0.0,0.0,2.0,54.8,False,Matched
TX-100138,C-1033,P-02,2026-07-08,2026-07-09,170.13,USD,Refund,PSD2,170.13,2026-07-09,170.13,2026-07-09,1,0.92,156.52,0.0,0.0,1.0,45.0,False,Matched
TX-100139,C-1040,P-01,2026-07-12,2026-07-13,586.59,GBP,Transfer,PSD2,586.59,2026-07-13,586.59,2026-07-13,1,1.18,692.18,0.0,0.0,1.0,51.3,False,Matched
TX-100140,C-1103,P-01,2026-07-14,2026-07-15,125.33,USD,Refund,Operational,125.33,2026-07-15,125.33,2026-07-15,1,0.92,115.3,0.0,0.0,1.0,47.0,False,Matched
TX-100141,C-1108,P-01,2026-07-15,2026-07-16,179.91,EUR,Card payment,Consumer,179.91,2026-07-16,179.91,2026-07-16,1,1.0,179.91,0.0,0.0,1.0,42.8,False,Matched
TX-100142,C-1091,P-01,2026-07-05,2026-07-07,66.5,GBP,Transfer,PSD2,44.5,2026-07-07,66.5,2026-07-07,1,1.18,78.47,-22.0,0.0,2.0,49.8,False,Mismatch
TX-100143,C-1004,P-01,2026-07-03,2026-07-04,249.1,EUR,Transfer,PSD2,249.1,2026-07-04,249.1,2026-07-04,1,1.0,249.1,0.0,0.0,1.0,42.6,False,Matched
TX-100144,C-1034,P-01,2026-07-16,2026-07-17,502.5,GBP,Card payment,EMIR,502.5,2026-07-17,502.5,2026-07-17,1,1.18,592.95,0.0,0.0,1.0,50.4,False,Matched
TX-100145,C-1028,P-01,2026-07-09,2026-07-11,129.07,USD,Refund,PSD2,129.07,2026-07-11,129.07,2026-07-11,1,0.92,118.74,0.0,0.0,2.0,45.0,False,Matched
TX-100146,C-1092,P-01,2026-07-07,2026-07-08,134.01,GBP,Refund,EMIR,134.01,2026-07-08,134.01,2026-07-08,1,1.18,158.13,0.0,0.0,1.0,43.1,False,Matched
TX-100147,C-1103,P-01,2026-07-14,2026-07-15,165.06,USD,Refund,PSD2,165.06,2026-07-15,165.06,2026-07-15,1,0.92,151.86,0.0,0.0,1.0,43.5,False,Matched
TX-100148,C-1028,P-02,2026-07-22,2026-07-23,424.62,USD,Transfer,Consumer,424.62,2026-07-23,424.62,2026-07-23,1,0.92,390.65,0.0,0.0,1.0,45.0,False,Matched
TX-100149,C-1057,P-02,2026-07-17,2026-07-19,289.42,GBP,Transfer,PSD2,289.42,2026-07-19,289.42,2026-07-19,1,1.18,341.52,0.0,0.0,2.0,43.6,False,Matched
TX-100150,C-1064,P-02,2026-07-01,2026-07-02,137.84,USD,Transfer,PSD2,137.84,2026-07-02,137.84,2026-07-02,1,0.92,126.81,0.0,0.0,1.0,45.7,False,Matched
TX-100151,C-1120,P-03,2026-07-12,2026-07-13,167.79,EUR,Transfer,PSD2,167.79,2026-07-13,167.79,2026-07-13,1,1.0,167.79,0.0,0.0,1.0,47.4,False,Matched
TX-100152,C-1038,P-01,2026-07-11,2026-07-13,684.83,EUR,Transfer,Consumer,684.83,2026-07-13,684.83,2026-07-13,1,1.0,684.83,0.0,0.0,2.0,50.1,False,Matched
TX-100153,C-1073,P-02,2026-07-12,2026-07-13,391.52,EUR,Refund,PSD2,391.52,2026-07-13,391.52,2026-07-13,1,1.0,391.52,0.0,0.0,1.0,45.1,False,Matched
TX-100154,C-1117,P-01,2026-07-07,2026-07-08,334.95,EUR,Card payment,Consumer,334.95,2026-07-08,334.95,2026-07-08,1,1.0,334.95,0.0,0.0,1.0,44.5,False,Matched
TX-100155,C-1031,P-03,2026-07-08,2026-07-09,147.75,EUR,Refund,PSD2,147.75,2026-07-09,147.75,2026-07-09,1,1.0,147.75,0.0,0.0,1.0,47.9,False,Matched
TX-100156,C-1029,P-01,2026-07-13,2026-07-15,582.41,USD,Card payment,Operational,582.41,2026-07-15,582.41,2026-07-15,1,0.92,535.82,0.0,0.0,2.0,48.0,False,Matched
TX-100157,C-1016,P-03,2026-07-03,2026-07-04,401.47,EUR,Card payment,Operational,401.47,2026-07-04,401.47,2026-07-04,1,1.0,401.47,0.0,0.0,1.0,48.0,False,Matched
TX-100158,C-1095,P-02,2026-07-01,2026-07-02,415.38,EUR,Transfer,EMIR,415.38,2026-07-02,415.38,2026-07-02,1,1.0,415.38,0.0,0.0,1.0,45.5,False,Matched
TX-100159,C-1113,P-03,2026-07-20,2026-07-22,105.99,EUR,Refund,PSD2,105.99,2026-07-22,105.99,2026-07-22,1,1.0,105.99,0.0,0.0,2.0,48.0,False,Matched
TX-100160,C-1019,P-01,2026-07-17,2026-07-19,112.87,USD,Transfer,Consumer,112.87,2026-07-19,112.87,2026-07-19,1,0.92,103.84,0.0,0.0,2.0,46.8,False,Matched
TX-100161,C-1039,P-03,2026-07-14,2026-07-16,297.54,EUR,Card payment,EMIR,297.54,2026-07-16,297.54,2026-07-16,1,1.0,297.54,0.0,0.0,2.0,44.9,False,Matched
TX-100162,C-1120,P-01,2026-07-21,2026-07-23,274.76,USD,Transfer,Operational,274.76,2026-07-23,274.76,2026-07-23,1,0.92,252.78,0.0,0.0,2.0,43.5,False,Matched
TX-100163,C-1120,P-03,2026-07-03,2026-07-05,302.36,GBP,Transfer,PSD2,302.36,2026-07-05,302.36,2026-07-05,1,1.18,356.78,0.0,0.0,2.0,45.3,False,Matched
TX-100164,C-1024,P-02,2026-07-12,2026-07-13,442.13,GBP,Card payment,PSD2,442.13,2026-07-13,442.13,2026-07-13,1,1.18,521.71,0.0,0.0,1.0,48.1,False,Matched
TX-100165,C-1100,P-01,2026-07-06,2026-07-08,78.13,EUR,Card payment,PSD2,78.13,2026-07-08,78.13,2026-07-08,1,1.0,78.13,0.0,0.0,2.0,49.8,False,Matched
TX-100166,C-1003,P-01,2026-07-16,2026-07-17,708.48,EUR,Transfer,Consumer,708.48,2026-07-17,708.48,2026-07-17,1,1.0,708.48,0.0,0.0,1.0,51.8,False,Matched
TX-100167,C-1018,P-03,2026-07-18,2026-07-20,82.47,GBP,Card payment,Operational,82.47,2026-07-20,82.47,2026-07-20,1,1.18,97.31,0.0,0.0,2.0,48.7,False,Matched
TX-100168,C-1078,P-01,2026-07-20,2026-07-22,272.9,EUR,Transfer,PSD2,272.9,2026-07-22,272.9,2026-07-22,1,1.0,272.9,0.0,0.0,2.0,42.5,False,Matched
TX-100169,C-1104,P-01,2026-07-17,2026-07-18,234.76,GBP,Refund,EMIR,234.76,2026-07-18,234.76,2026-07-18,1,1.18,277.02,0.0,0.0,1.0,43.7,False,Matched
TX-100170,C-1096,P-02,2026-07-22,2026-07-23,804.74,GBP,Transfer,Consumer,804.74,2026-07-23,804.74,2026-07-23,1,1.18,949.59,0.0,0.0,1.0,57.5,True,Matched
TX-100171,C-1003,P-03,2026-07-03,2026-07-05,591.58,EUR,Refund,PSD2,591.58,2026-07-05,591.58,2026-07-05,1,1.0,591.58,0.0,0.0,2.0,52.1,False,Matched
TX-100172,C-1074,P-01,2026-07-23,2026-07-25,251.33,GBP,Refund,Consumer,251.33,2026-07-25,251.33,2026-07-25,1,1.18,296.57,0.0,0.0,2.0,42.6,False,Matched
TX-100173,C-1049,P-02,2026-07-08,2026-07-10,367.09,USD,Refund,EMIR,367.09,2026-07-10,367.09,2026-07-10,1,0.92,337.72,0.0,0.0,2.0,43.4,False,Matched
TX-100174,C-1120,P-03,2026-07-14,2026-07-16,371.77,EUR,Card payment,Operational,371.77,2026-07-16,371.77,2026-07-16,1,1.0,371.77,0.0,0.0,2.0,45.8,False,Matched
TX-100175,C-1011,P-01,2026-07-12,2026-07-14,294.44,USD,Card payment,EMIR,294.44,2026-07-14,294.44,2026-07-14,1,0.92,270.88,0.0,0.0,2.0,42.6,False,Matched
TX-100176,C-1074,P-01,2026-07-13,2026-07-15,770.75,EUR,Card payment,PSD2,770.75,2026-07-15,770.75,2026-07-15,1,1.0,770.75,0.0,0.0,2.0,53.0,False,Matched
TX-100177,C-1022,P-01,2026-07-07,2026-07-08,211.61,GBP,Refund,Operational,211.61,2026-07-08,211.61,2026-07-08,1,1.18,249.7,0.0,0.0,1.0,42.7,False,Matched
TX-100178,C-1030,P-03,2026-07-21,2026-07-22,184.94,EUR,Refund,PSD2,184.94,2026-07-22,184.94,2026-07-22,1,1.0,184.94,0.0,0.0,1.0,47.6,False,Matched
TX-100179,C-1046,P-02,2026-07-02,2026-07-04,78.03,USD,Refund,Operational,78.03,2026-07-04,78.03,2026-07-04,1,0.92,71.79,0.0,0.0,2.0,51.6,False,Matched
TX-100180,C-1011,P-01,2026-07-17,2026-07-18,175.68,USD,Transfer,EMIR,175.68,2026-07-18,175.68,2026-07-18,1,0.92,161.63,0.0,0.0,1.0,43.0,False,Matched
TX-100181,C-1117,P-02,2026-07-20,2026-07-22,403.61,EUR,Card payment,Operational,403.61,2026-07-22,403.61,2026-07-22,1,1.0,403.61,0.0,0.0,2.0,45.7,False,Matched
TX-100182,C-1023,P-03,2026-07-19,2026-07-20,610.83,GBP,Transfer,Operational,610.83,2026-07-20,610.83,2026-07-20,1,1.18,720.78,0.0,0.0,1.0,54.9,False,Matched
TX-100183,C-1078,P-02,2026-07-08,2026-07-10,105.55,EUR,Refund,Operational,105.55,2026-07-10,105.55,2026-07-10,1,1.0,105.55,0.0,0.0,2.0,47.3,False,Matched
TX-100184,C-1081,P-02,2026-07-16,2026-07-17,652.74,EUR,Refund,Consumer,652.74,2026-07-17,652.74,2026-07-17,1,1.0,652.74,0.0,0.0,1.0,49.8,False,Matched
TX-100185,C-1089,P-01,2026-07-14,2026-07-15,713.63,EUR,Card payment,PSD2,713.63,2026-07-15,713.63,2026-07-15,1,1.0,713.63,0.0,0.0,1.0,52.0,False,Matched
TX-100186,C-1109,P-03,2026-07-18,2026-07-20,309.82,USD,Transfer,PSD2,309.82,2026-07-20,309.82,2026-07-20,1,0.92,285.03,0.0,0.0,2.0,45.0,False,Matched
TX-100187,C-1073,P-01,2026-07-12,2026-07-14,327.19,EUR,Refund,PSD2,327.19,2026-07-14,327.19,2026-07-14,1,1.0,327.19,0.0,0.0,2.0,43.9,False,Matched
TX-100188,C-1083,P-03,2026-07-10,2026-07-12,359.56,EUR,Transfer,Consumer,359.56,2026-07-12,359.56,2026-07-12,1,1.0,359.56,0.0,0.0,2.0,45.4,False,Matched
TX-100189,C-1066,P-01,2026-07-07,2026-07-08,215.78,GBP,Refund,Consumer,215.78,2026-07-28,215.78,2026-07-08,1,1.18,254.62,0.0,0.0,21.0,68.6,True,Matched
TX-100190,C-1090,P-03,2026-07-15,2026-07-16,503.64,EUR,Refund,PSD2,503.64,2026-07-16,503.64,2026-07-16,1,1.0,503.64,0.0,0.0,1.0,50.3,False,Matched
TX-100191,C-1014,P-03,2026-07-16,2026-07-18,409.62,EUR,Card payment,PSD2,409.62,2026-07-18,409.62,2026-07-18,1,1.0,409.62,0.0,0.0,2.0,46.9,False,Matched
TX-100192,C-1065,P-02,2026-07-05,2026-07-07,327.35,EUR,Card payment,Operational,327.35,2026-07-07,327.35,2026-07-07,1,1.0,327.35,0.0,0.0,2.0,43.2,False,Matched
TX-100193,C-1033,P-03,2026-07-21,2026-07-23,458.75,USD,Refund,Operational,458.75,2026-07-23,458.75,2026-07-23,1,0.92,422.05,0.0,0.0,2.0,47.0,False,Matched
TX-100194,C-1071,P-03,2026-07-23,2026-07-25,104.75,EUR,Refund,Consumer,104.75,2026-07-25,104.75,2026-07-25,1,1.0,104.75,0.0,0.0,2.0,48.1,False,Matched
TX-100195,C-1036,P-02,2026-07-18,2026-07-19,99.17,GBP,Refund,PSD2,99.17,2026-07-19,99.17,2026-07-19,1,1.18,117.02,0.0,0.0,1.0,46.8,False,Matched
TX-100196,C-1103,P-01,2026-07-01,2026-07-03,252.6,GBP,Refund,Consumer,252.6,2026-07-03,252.6,2026-07-03,1,1.18,298.07,0.0,0.0,2.0,42.8,False,Matched
TX-100197,C-1067,P-02,2026-07-08,2026-07-10,191.19,USD,Refund,Consumer,191.19,2026-07-10,191.19,2026-07-10,1,0.92,175.89,0.0,0.0,2.0,44.5,False,Matched
TX-100198,C-1099,P-03,2026-07-07,2026-07-08,640.08,EUR,Transfer,PSD2,640.08,2026-07-08,640.08,2026-07-08,1,1.0,640.08,0.0,0.0,1.0,53.6,False,Matched
TX-100199,C-1050,P-01,2026-07-06,2026-07-07,232.7,EUR,Refund,Consumer,232.7,2026-07-07,232.7,2026-07-07,1,1.0,232.7,0.0,0.0,1.0,43.1,False,Matched
TX-100200,C-1101,P-02,2026-07-02,2026-07-03,135.97,EUR,Refund,Operational,135.97,2026-07-03,135.97,2026-07-03,1,1.0,135.97,0.0,0.0,1.0,45.6,False,Matched
TX-100201,C-1069,P-01,2026-07-08,2026-07-09,330.19,EUR,Transfer,EMIR,330.19,2026-07-09,330.19,2026-07-09,1,1.0,330.19,0.0,0.0,1.0,44.4,False,Matched
TX-100202,C-1004,P-03,2026-07-17,2026-07-19,353.63,EUR,Transfer,EMIR,353.63,2026-07-19,353.63,2026-07-19,1,1.0,353.63,0.0,0.0,2.0,45.3,False,Matched
TX-100203,C-1042,P-01,2026-07-15,2026-07-17,215.48,EUR,Refund,Operational,215.48,2026-07-17,215.48,2026-07-17,1,1.0,215.48,0.0,0.0,2.0,42.9,False,Matched
TX-100204,C-1060,P-03,2026-07-08,2026-07-09,349.69,EUR,Refund,EMIR,349.69,2026-07-09,349.69,2026-07-09,1,1.0,349.69,0.0,0.0,1.0,48.2,False,Matched
TX-100205,C-1088,P-03,2026-07-12,2026-07-14,725.21,EUR,Card payment,PSD2,725.21,2026-07-14,725.21,2026-07-14,1,1.0,725.21,0.0,0.0,2.0,55.5,False,Matched
TX-100206,C-1094,P-01,2026-07-10,2026-07-11,1224.67,USD,Transfer,EMIR,1224.67,2026-07-11,1224.67,2026-07-11,1,0.92,1126.7,0.0,0.0,1.0,63.0,True,Matched
TX-100207,C-1082,P-03,2026-07-15,2026-07-17,54.78,GBP,Transfer,Operational,54.78,2026-07-17,54.78,2026-07-17,1,1.18,64.64,0.0,0.0,2.0,51.7,False,Matched
TX-100208,C-1102,P-02,2026-07-06,2026-07-07,171.45,EUR,Transfer,Operational,171.45,2026-07-07,171.45,2026-07-07,1,1.0,171.45,0.0,0.0,1.0,44.5,False,Matched
TX-100209,C-1084,P-02,2026-07-02,2026-07-04,261.07,EUR,Refund,EMIR,261.07,2026-07-04,261.07,2026-07-04,1,1.0,261.07,0.0,0.0,2.0,43.9,False,Matched
TX-100210,C-1001,P-02,2026-07-12,2026-07-14,284.86,GBP,Refund,Operational,284.86,2026-07-14,284.86,2026-07-14,2,1.18,336.13,0.0,0.0,2.0,43.3,False,Matched
TX-100211,C-1102,P-03,2026-07-13,2026-07-15,42.58,EUR,Refund,Consumer,42.58,2026-07-15,42.58,2026-07-15,1,1.0,42.58,0.0,0.0,2.0,54.4,False,Matched
TX-100212,C-1088,P-01,2026-07-08,2026-07-09,413.14,EUR,Card payment,EMIR,413.14,2026-07-09,413.14,2026-07-09,1,1.0,413.14,0.0,0.0,1.0,46.8,False,Matched
TX-100213,C-1095,P-01,2026-07-03,2026-07-05,237.41,GBP,Transfer,Operational,237.41,2026-07-05,237.41,2026-07-05,1,1.18,280.14,0.0,0.0,2.0,42.5,False,Matched
TX-100214,C-1039,P-02,2026-07-22,2026-07-24,935.68,EUR,Refund,EMIR,935.68,2026-07-24,935.68,2026-07-24,1,1.0,935.68,0.0,0.0,2.0,59.3,True,Matched
TX-100215,C-1029,P-02,2026-07-19,2026-07-20,231.12,GBP,Card payment,EMIR,231.12,2026-07-20,231.12,2026-07-20,1,1.18,272.72,0.0,0.0,1.0,43.6,False,Matched
TX-100216,C-1045,P-03,2026-07-01,2026-07-03,223.72,GBP,Transfer,Consumer,223.72,2026-07-03,223.72,2026-07-03,1,1.18,263.99,0.0,0.0,2.0,45.5,False,Matched
TX-100217,C-1024,P-01,2026-07-09,2026-07-10,504.81,EUR,Card payment,Operational,504.81,2026-07-10,504.81,2026-07-10,1,1.0,504.81,0.0,0.0,1.0,48.2,False,Matched
TX-100218,C-1063,P-01,2026-07-22,2026-07-23,874.78,EUR,Transfer,Consumer,874.78,2026-07-23,874.78,2026-07-23,1,1.0,874.78,0.0,0.0,1.0,56.8,True,Matched
TX-100219,C-1043,P-03,2026-07-08,2026-07-10,159.7,EUR,Refund,EMIR,159.7,2026-07-10,159.7,2026-07-10,1,1.0,159.7,0.0,0.0,2.0,45.8,False,Matched
TX-100220,C-1110,P-03,2026-07-18,2026-07-20,327.21,EUR,Card payment,PSD2,327.21,2026-07-20,327.21,2026-07-20,1,1.0,327.21,0.0,0.0,2.0,45.2,False,Matched
TX-100221,C-1071,P-01,2026-07-11,2026-07-13,412.19,EUR,Transfer,PSD2,412.19,2026-07-13,412.19,2026-07-13,1,1.0,412.19,0.0,0.0,2.0,46.6,False,Matched
TX-100222,C-1028,P-01,2026-07-05,2026-07-06,139.2,USD,Card payment,Consumer,139.2,2026-07-06,139.2,2026-07-06,1,0.92,128.06,0.0,0.0,1.0,45.5,False,Matched
TX-100223,C-1034,P-01,2026-07-13,2026-07-14,734.18,EUR,Refund,PSD2,734.18,2026-07-14,734.18,2026-07-14,1,1.0,734.18,0.0,0.0,1.0,52.3,False,Matched
TX-100224,C-1008,P-02,2026-07-23,2026-07-25,92.46,EUR,Card payment,EMIR,92.46,2026-07-25,92.46,2026-07-25,1,1.0,92.46,0.0,0.0,2.0,48.4,False,Matched
TX-100225,C-1104,P-03,2026-07-13,2026-07-14,379.25,GBP,Transfer,Operational,379.25,2026-07-14,379.25,2026-07-14,1,1.18,447.52,0.0,0.0,1.0,48.2,False,Matched
TX-100226,C-1042,P-02,2026-07-20,2026-07-21,838.62,EUR,Card payment,Consumer,838.62,2026-07-21,838.62,2026-07-21,1,1.0,838.62,0.0,0.0,1.0,54.2,False,Matched
TX-100227,C-1077,P-02,2026-07-05,2026-07-07,140.77,GBP,Refund,EMIR,140.77,2026-07-07,140.77,2026-07-07,1,1.18,166.11,0.0,0.0,2.0,44.3,False,Matched
TX-100228,C-1019,P-03,2026-07-11,2026-07-12,74.05,EUR,Transfer,EMIR,74.05,2026-07-12,74.05,2026-07-12,1,1.0,74.05,0.0,0.0,1.0,51.3,False,Matched
TX-100229,C-1024,P-03,2026-07-14,2026-07-15,558.04,EUR,Refund,Operational,558.04,2026-07-15,558.04,2026-07-15,1,1.0,558.04,0.0,0.0,1.0,52.2,False,Matched
TX-100230,C-1061,P-02,2026-07-20,2026-07-22,215.92,GBP,Card payment,Operational,215.92,2026-07-22,215.92,2026-07-22,1,1.18,254.79,0.0,0.0,2.0,43.8,False,Matched
TX-100231,C-1015,P-03,2026-07-05,2026-07-07,1073.03,GBP,Transfer,PSD2,1073.03,2026-07-07,1073.03,2026-07-07,1,1.18,1266.18,0.0,0.0,2.0,65.5,True,Matched
TX-100232,C-1042,P-01,2026-07-05,2026-07-06,200.41,EUR,Refund,Consumer,200.41,2026-07-06,200.41,2026-07-06,1,1.0,200.41,0.0,0.0,1.0,43.2,False,Matched
TX-100233,C-1043,P-01,2026-07-17,2026-07-19,270.74,USD,Card payment,Consumer,270.74,2026-07-19,270.74,2026-07-19,1,0.92,249.08,0.0,0.0,2.0,43.5,False,Matched
TX-100234,C-1054,P-01,2026-07-11,2026-07-13,355.9,EUR,Transfer,Consumer,355.9,2026-07-13,355.9,2026-07-13,1,1.0,355.9,0.0,0.0,2.0,44.6,False,Matched
TX-100235,C-1058,P-01,2026-07-13,2026-07-14,156.75,GBP,Refund,EMIR,156.75,2026-07-14,156.75,2026-07-14,1,1.18,184.96,0.0,0.0,1.0,43.0,False,Matched
TX-100236,C-1084,P-03,2026-07-14,2026-07-16,189.94,EUR,Card payment,Operational,189.94,2026-07-16,189.94,2026-07-16,1,1.0,189.94,0.0,0.0,2.0,45.5,False,Matched
TX-100237,C-1039,P-01,2026-07-19,2026-07-21,203.63,EUR,Refund,EMIR,203.63,2026-07-21,203.63,2026-07-21,1,1.0,203.63,0.0,0.0,2.0,43.6,False,Matched
TX-100238,C-1067,P-01,2026-07-09,2026-07-10,147.8,GBP,Refund,,147.8,2026-07-10,147.8,2026-07-10,1,1.18,174.4,0.0,0.0,1.0,43.1,False,Matched
TX-100239,C-1118,P-01,2026-07-02,2026-07-04,298.23,EUR,Refund,Consumer,298.23,2026-07-04,298.23,2026-07-04,1,1.0,298.23,0.0,0.0,2.0,42.8,False,Matched
TX-100240,C-1078,P-01,2026-07-14,2026-07-15,331.7,EUR,Refund,Operational,331.7,2026-07-15,331.7,2026-07-15,1,1.0,331.7,0.0,0.0,1.0,44.6,False,Matched
TX-100241,C-1055,P-01,2026-07-18,2026-07-19,467.13,EUR,Refund,Operational,467.13,2026-07-19,467.13,2026-07-19,1,1.0,467.13,0.0,0.0,1.0,48.1,False,Matched
TX-100242,C-1071,P-01,2026-07-12,2026-07-14,178.26,EUR,Refund,PSD2,178.26,2026-07-14,178.26,2026-07-14,1,1.0,178.26,0.0,0.0,2.0,43.2,False,Matched
TX-100243,C-1076,P-03,2026-07-01,2026-07-03,285.85,EUR,Refund,EMIR,285.85,2026-07-03,285.85,2026-07-03,1,1.0,285.85,0.0,0.0,2.0,45.1,False,Matched
TX-100244,C-1040,P-03,2026-07-04,2026-07-05,63.84,EUR,Card payment,PSD2,63.84,2026-07-05,63.84,2026-07-05,1,1.0,63.84,0.0,0.0,1.0,52.8,False,Matched
TX-100245,C-1050,P-02,2026-07-06,2026-07-08,120.22,GBP,Transfer,Consumer,120.22,2026-07-08,120.22,2026-07-08,1,1.18,141.86,0.0,0.0,2.0,46.0,False,Matched
TX-100246,C-1073,P-01,2026-07-03,2026-07-04,504.26,EUR,Transfer,PSD2,504.26,2026-07-04,504.26,2026-07-04,1,1.0,504.26,0.0,0.0,1.0,48.1,False,Matched
TX-100247,C-1084,P-02,2026-07-06,2026-07-07,265.95,EUR,Card payment,Consumer,265.95,2026-07-07,265.95,2026-07-07,1,1.0,265.95,0.0,0.0,1.0,43.6,False,Matched
TX-100248,C-1098,P-02,2026-07-22,2026-07-23,236.81,EUR,Refund,Consumer,236.81,2026-07-23,236.81,2026-07-23,1,1.0,236.81,0.0,0.0,1.0,43.4,False,Matched
TX-100249,C-1047,P-01,2026-07-12,2026-07-14,238.16,EUR,Transfer,Operational,238.16,2026-07-14,238.16,2026-07-14,1,1.0,238.16,0.0,0.0,2.0,43.7,False,Matched
TX-100250,C-1094,P-02,2026-07-13,2026-07-15,298.39,USD,Card payment,Consumer,298.39,2026-07-15,298.39,2026-07-15,1,0.92,274.52,0.0,0.0,2.0,43.7,False,Matched
TX-100251,C-1117,P-03,2026-07-17,2026-07-18,102.18,USD,Transfer,Consumer,102.18,2026-07-18,102.18,2026-07-18,1,0.92,94.01,0.0,0.0,1.0,49.2,False,Matched
TX-100252,C-1094,P-01,2026-07-22,2026-07-23,150.38,EUR,Refund,EMIR,150.38,2026-07-23,150.38,2026-07-23,1,1.0,150.38,0.0,0.0,1.0,43.7,False,Matched
TX-100253,C-1032,P-03,2026-07-14,2026-07-15,110.78,EUR,Transfer,Consumer,110.78,2026-07-15,110.78,2026-07-15,1,1.0,110.78,0.0,0.0,1.0,48.2,False,Matched
TX-100254,C-1107,P-02,2026-07-21,2026-07-23,316.73,GBP,Refund,Operational,316.73,2026-07-23,316.73,2026-07-23,1,1.18,373.74,0.0,0.0,2.0,44.5,False,Matched
TX-100255,C-1050,P-02,2026-07-03,2026-07-05,145.22,EUR,Transfer,EMIR,145.22,2026-07-05,145.22,2026-07-05,1,1.0,145.22,0.0,0.0,2.0,45.9,False,Matched
TX-100256,C-1044,P-01,2026-07-02,2026-07-04,401.51,USD,Card payment,PSD2,401.51,2026-07-04,401.51,2026-07-04,1,0.92,369.39,0.0,0.0,2.0,45.2,False,Matched
TX-100257,C-1095,P-01,2026-07-08,2026-07-09,147.31,GBP,Transfer,Operational,147.31,2026-07-09,147.31,2026-07-09,1,1.18,173.83,0.0,0.0,1.0,43.2,False,Matched
TX-100258,C-1102,P-02,2026-07-07,2026-07-08,225.54,EUR,Refund,Operational,225.54,2026-07-08,225.54,2026-07-08,1,1.0,225.54,0.0,0.0,1.0,43.4,False,Matched
TX-100259,C-1075,P-02,2026-07-08,2026-07-09,536.46,EUR,Refund,Operational,536.46,2026-07-09,536.46,2026-07-09,1,1.0,536.46,0.0,0.0,1.0,48.6,False,Matched
TX-100260,C-1072,P-01,2026-07-21,2026-07-22,375.93,EUR,Card payment,Consumer,375.93,2026-07-22,375.93,2026-07-22,1,1.0,375.93,0.0,0.0,1.0,45.5,False,Matched
TX-100261,C-1084,P-02,2026-07-03,2026-07-04,372.2,EUR,Refund,Operational,372.2,2026-07-04,372.2,2026-07-04,1,1.0,372.2,0.0,0.0,1.0,44.5,False,Matched
TX-100262,C-1101,P-03,2026-07-19,2026-07-20,172.91,GBP,Transfer,Operational,172.91,2026-07-20,172.91,2026-07-20,1,1.18,204.03,0.0,0.0,1.0,47.5,False,Matched
TX-100263,C-1103,P-02,2026-07-12,2026-07-13,77.08,EUR,Refund,PSD2,77.08,2026-07-13,77.08,2026-07-13,1,1.0,77.08,0.0,0.0,1.0,51.7,False,Matched
TX-100264,C-1092,P-03,2026-07-14,2026-07-16,1171.79,EUR,Refund,Operational,1171.79,2026-07-16,1171.79,2026-07-16,1,1.0,1171.79,0.0,0.0,2.0,63.1,True,Matched
TX-100265,C-1111,P-03,2026-07-03,2026-07-04,778.61,EUR,Transfer,Consumer,778.61,2026-07-04,778.61,2026-07-04,1,1.0,778.61,0.0,0.0,1.0,56.9,True,Matched
TX-100266,C-1055,P-03,2026-07-02,2026-07-03,151.03,EUR,Refund,EMIR,151.03,2026-07-03,151.03,2026-07-03,1,1.0,151.03,0.0,0.0,1.0,47.8,False,Matched
TX-100267,C-1020,P-03,2026-07-05,2026-07-06,551.88,USD,Refund,PSD2,551.88,2026-07-06,551.88,2026-07-06,1,0.92,507.73,0.0,0.0,1.0,50.5,False,Matched
TX-100268,C-1055,P-01,2026-07-08,2026-07-09,174.08,EUR,Transfer,PSD2,174.08,2026-07-09,174.08,2026-07-09,1,1.0,174.08,0.0,0.0,1.0,43.1,False,Matched
TX-100269,C-1043,P-02,2026-07-18,2026-07-19,223.98,EUR,Refund,EMIR,223.98,2026-07-19,223.98,2026-07-19,1,1.0,223.98,0.0,0.0,1.0,43.5,False,Matched
TX-100270,C-1016,P-01,2026-07-22,2026-07-24,305.52,GBP,Card payment,Consumer,305.52,2026-07-24,305.52,2026-07-24,1,1.18,360.51,0.0,0.0,2.0,44.7,False,Matched
TX-100271,C-1117,P-03,2026-07-16,2026-07-18,299.7,USD,Card payment,EMIR,299.7,2026-07-18,299.7,2026-07-18,1,0.92,275.72,0.0,0.0,2.0,45.4,False,Matched
TX-100272,C-1027,P-03,2026-07-18,2026-07-19,191.07,EUR,Transfer,Operational,191.07,2026-07-19,191.07,2026-07-19,1,1.0,191.07,0.0,0.0,1.0,47.3,False,Matched
TX-100273,C-1108,P-01,2026-07-15,2026-07-17,219.09,EUR,Card payment,Operational,219.09,2026-07-17,219.09,2026-07-17,1,1.0,219.09,0.0,0.0,2.0,43.1,False,Matched
