transaction_id,customer_id,payment_provider,transaction_date,settlement_date,amount,currency,transaction_type,regulatory_classification
TX-100300,C-1048,P-01,2026-07-07,2026-07-09,122.47,EUR,Card payment,PSD2
TX-100301,C-1012,P-01,2026-07-09,2026-07-11,218.56,EUR,Card payment,Consumer
TX-100302,C-1071,P-02,2026-07-14,2026-07-15,618.63,EUR,Card payment,EMIR
TX-100303,C-1109,P-03,2026-07-08,2026-07-09,223.01,EUR,Card payment,Consumer
TX-100304,C-1035,P-01,2026-07-01,2026-07-02,312.9,EUR,Transfer,Consumer
TX-100305,C-1037,P-03,2026-07-10,2026-07-12,680.85,USD,Refund,Operational
TX-100306,C-1114,P-01,2026-07-16,2026-07-17,334.49,EUR,Transfer,PSD2
TX-100307,C-1060,P-02,2026-07-10,2026-07-12,1166.3,USD,Refund,Operational
TX-100308,C-1006,P-01,2026-07-17,2026-07-18,348.52,EUR,Refund,Consumer
TX-100309,C-1071,P-01,2026-07-08,2026-07-09,76.57,GBP,Refund,Operational
TX-100310,C-1050,P-03,2026-07-03,2026-07-05,404.09,EUR,Card payment,EMIR
TX-100311,C-1099,P-02,2026-07-06,2026-07-08,2218.94,EUR,Refund,PSD2
TX-100312,C-1110,P-01,2026-07-18,2026-07-19,356.03,EUR,Card payment,Consumer
TX-100313,C-1046,P-03,2026-07-13,2026-07-15,434.89,EUR,Transfer,Consumer
TX-100314,C-1036,P-01,2026-07-01,2026-07-02,149.58,USD,Refund,Operational
TX-100315,C-1030,P-01,2026-07-03,2026-07-04,192.46,EUR,Transfer,EMIR
TX-100316,C-1013,P-01,2026-07-05,2026-07-07,112.79,GBP,Card payment,Consumer
TX-100317,C-1018,P-02,2026-07-11,2026-07-12,318.04,GBP,Card payment,PSD2
TX-100318,C-1075,P-02,2026-07-22,2026-07-24,237.57,EUR,Card payment,EMIR
TX-100319,C-1058,P-02,2026-07-16,2026-07-17,123.15,EUR,Transfer,PSD2
TX-100320,C-1095,P-03,2026-07-23,2026-07-25,170.08,EUR,Refund,Operational
TX-100321,C-1048,P-03,2026-07-21,2026-07-22,1020.18,EUR,Card payment,Consumer
TX-100322,C-1041,P-03,2026-07-23,2026-07-25,666.64,EUR,Card payment,Operational
TX-100323,C-1095,P-01,2026-07-03,2026-07-04,256.43,EUR,Transfer,EMIR
TX-100324,C-1079,P-01,2026-07-10,2026-07-11,213.62,EUR,Transfer,Consumer
TX-100325,C-1023,P-01,2026-07-10,2026-07-11,99.55,GBP,Transfer,Operational
TX-100326,C-1102,P-01,2026-07-01,2026-07-02,281.4,EUR,Transfer,EMIR
TX-100327,C-1001,P-02,2026-07-01,2026-07-02,568.63,GBP,Refund,Consumer
TX-100328,C-1074,P-01,2026-07-15,2026-07-17,112.72,EUR,Transfer,EMIR
TX-100329,C-1057,P-01,2026-07-23,2026-07-25,154.64,EUR,Card payment,Operational
TX-100330,C-1095,P-03,2026-07-11,2026-07-13,183.33,EUR,Refund,Operational
TX-100331,C-1102,P-02,2026-07-11,2026-07-13,195.6,EUR,Card payment,Operational
TX-100332,C-1105,P-03,2026-07-06,2026-07-07,602.98,GBP,Transfer,PSD2
TX-100333,C-1038,P-03,2026-07-04,2026-07-06,292.42,EUR,Transfer,Operational
TX-100334,C-1108,P-01,2026-07-22,2026-07-23,318.09,USD,Transfer,Operational
TX-100335,C-1117,P-01,2026-07-08,2026-07-09,536.53,GBP,Transfer,Operational
TX-100336,C-1090,P-01,2026-07-10,2026-07-12,159.21,EUR,Transfer,Operational
TX-100337,C-1040,P-03,2026-07-22,2026-07-24,154.88,EUR,Transfer,Operational
TX-100338,C-1018,P-02,2026-07-06,2026-07-07,197.54,EUR,Refund,PSD2
TX-100339,C-1087,P-03,2026-07-10,2026-07-11,532.0,EUR,Card payment,Operational
TX-100340,C-1015,P-01,2026-07-13,2026-07-14,338.62,EUR,Refund,Operational
TX-100341,C-1018,P-02,2026-07-23,2026-07-24,190.78,EUR,Card payment,Consumer
TX-100342,C-1048,P-03,2026-07-07,2026-07-09,91.56,GBP,Refund,EMIR
TX-100343,C-1051,P-03,2026-07-01,2026-07-03,441.94,GBP,Transfer,PSD2
TX-100344,C-1008,P-03,2026-07-07,2026-07-08,372.59,EUR,Refund,Consumer
TX-100345,C-1087,P-01,2026-07-02,2026-07-03,141.76,USD,Refund,EMIR
TX-100346,C-1118,P-03,2026-07-09,2026-07-11,186.86,GBP,Transfer,PSD2
TX-100347,C-1106,P-02,2026-07-06,2026-07-07,214.99,EUR,Transfer,Consumer
TX-100348,C-1070,P-02,2026-07-21,2026-07-22,229.68,EUR,Refund,PSD2
TX-100349,C-1050,P-02,2026-07-03,2026-07-05,229.93,USD,Transfer,Consumer
TX-100350,C-1027,P-01,2026-07-09,2026-07-10,162.77,EUR,Transfer,Operational
TX-100351,C-1075,P-01,2026-07-15,2026-07-16,237.46,EUR,Transfer,Operational
TX-100352,C-1048,P-02,2026-07-18,2026-07-19,302.35,GBP,Refund,EMIR
TX-100353,C-1050,P-01,2026-07-19,2026-07-20,305.55,EUR,Transfer,EMIR
TX-100354,C-1017,P-03,2026-07-14,2026-07-16,99.11,EUR,Transfer,PSD2
TX-100355,C-1006,P-01,2026-07-11,2026-07-13,123.19,EUR,Refund,Operational
TX-100356,C-1065,P-03,2026-07-04,2026-07-05,86.25,EUR,Card payment,Operational
TX-100357,C-1093,P-02,2026-07-13,2026-07-15,158.36,EUR,Card payment,PSD2
TX-100358,C-1040,P-01,2026-07-14,2026-07-15,182.12,EUR,Card payment,Operational
TX-100359,C-1090,P-01,2026-07-14,2026-07-16,803.42,GBP,Refund,Operational
TX-100360,C-1022,P-02,2026-07-03,2026-07-05,562.49,USD,Refund,Operational
TX-100361,C-1081,P-01,2026-07-13,2026-07-15,178.19,EUR,Transfer,Operational
TX-100362,C-1055,P-03,2026-07-03,2026-07-05,90.63,USD,Card payment,EMIR
TX-100363,C-1038,P-01,2026-07-19,2026-07-20,442.05,GBP,Transfer,EMIR
TX-100364,C-1104,P-01,2026-07-22,2026-07-23,249.13,EUR,Card payment,PSD2
TX-100365,C-1109,P-01,2026-07-07,2026-07-09,54.77,EUR,Card payment,Consumer
TX-100366,C-1119,P-01,2026-07-17,2026-07-19,82.37,GBP,Refund,Consumer
TX-100367,C-1096,P-01,2026-07-22,2026-07-23,205.22,GBP,Card payment,Consumer
TX-100368,C-1088,P-01,2026-07-05,2026-07-06,144.99,GBP,Card payment,Consumer
TX-100369,C-1019,P-03,2026-07-14,2026-07-15,445.92,USD,Card payment,Operational
TX-100370,C-1080,P-02,2026-07-11,2026-07-12,648.02,EUR,Transfer,PSD2
TX-100371,C-1045,P-03,2026-07-04,2026-07-06,648.8,EUR,Card payment,PSD2
TX-100372,C-1062,P-01,2026-07-05,2026-07-07,64.74,EUR,Transfer,PSD2
TX-100373,C-1071,P-02,2026-07-11,2026-07-12,132.06,EUR,Card payment,Consumer
TX-100374,C-1028,P-02,2026-07-07,2026-07-09,181.95,USD,Card payment,EMIR
TX-100375,C-1095,P-02,2026-07-14,2026-07-15,109.89,GBP,Refund,EMIR
TX-100376,C-1079,P-03,2026-07-16,2026-07-18,477.86,USD,Transfer,Consumer
TX-100377,C-1040,P-02,2026-07-02,2026-07-04,363.31,EUR,Refund,EMIR
TX-100378,C-1106,P-03,2026-07-06,2026-07-07,311.71,USD,Transfer,EMIR
TX-100379,C-1050,P-01,2026-07-21,2026-07-22,162.66,EUR,Transfer,Operational
TX-100380,C-1070,P-03,2026-07-05,2026-07-06,394.15,USD,Refund,PSD2
TX-100381,C-1108,P-01,2026-07-14,2026-07-15,46.36,USD,Card payment,PSD2
TX-100382,C-1091,P-02,2026-07-01,2026-07-02,233.95,EUR,Card payment,Operational
TX-100383,C-1111,P-02,2026-07-05,2026-07-07,325.13,USD,Refund,PSD2
TX-100384,C-1043,P-01,2026-07-06,2026-07-08,510.29,GBP,Refund,PSD2
TX-100385,C-1078,P-01,2026-07-17,2026-07-18,144.83,USD,Card payment,Consumer
TX-100386,C-1093,P-02,2026-07-05,2026-07-07,359.79,GBP,Card payment,Consumer
TX-100387,C-1044,P-02,2026-07-04,2026-07-05,230.98,EUR,Refund,Consumer
TX-100388,C-1096,P-01,2026-07-11,2026-07-12,262.33,EUR,Refund,PSD2
TX-100389,C-1102,P-01,2026-07-12,2026-07-14,528.06,EUR,Card payment,Consumer
TX-100390,C-1033,P-01,2026-07-20,2026-07-21,673.53,GBP,Transfer,Operational
TX-100391,C-1107,P-01,2026-07-10,2026-07-12,149.57,USD,Refund,Operational
TX-100392,C-1039,P-03,2026-07-11,2026-07-12,629.73,EUR,Card payment,EMIR
TX-100393,C-1015,P-01,2026-07-21,2026-07-23,634.36,EUR,Card payment,PSD2
TX-100394,C-1102,P-01,2026-07-08,2026-07-10,326.44,EUR,Transfer,Operational
TX-100395,C-1005,P-02,2026-07-23,2026-07-24,120.25,EUR,Card payment,Consumer
TX-100396,C-1037,P-02,2026-07-15,2026-07-17,111.01,USD,Refund,Consumer
TX-100397,C-1063,P-03,2026-07-16,2026-07-18,182.85,EUR,Transfer,EMIR
TX-100398,C-1042,P-01,2026-07-15,2026-07-17,719.88,EUR,Card payment,Operational
TX-100399,C-1015,P-02,2026-07-01,2026-07-03,116.09,EUR,Card payment,Operational
TX-100400,C-1073,P-03,2026-07-06,2026-07-07,199.37,EUR,Transfer,PSD2
TX-100401,C-1082,P-02,2026-07-06,2026-07-07,790.72,EUR,Refund,EMIR
TX-100402,C-1088,P-02,2026-07-15,2026-07-17,414.56,GBP,Transfer,Consumer
TX-100403,C-1120,P-03,2026-07-08,2026-07-10,58.8,EUR,Card payment,EMIR
TX-100404,C-1011,P-02,2026-07-02,2026-07-04,707.91,EUR,Card payment,Operational
TX-100405,C-1025,P-01,2026-07-13,2026-07-14,773.89,EUR,Card payment,Consumer
TX-100406,C-1110,P-02,2026-07-19,2026-07-21,526.1,EUR,Refund,EMIR
TX-100407,C-1023,P-01,2026-07-17,2026-07-18,113.0,EUR,Card payment,EMIR
TX-100408,C-1077,P-01,2026-07-09,2026-07-10,399.42,EUR,Transfer,EMIR
TX-100409,C-1063,P-02,2026-07-20,2026-07-22,545.69,EUR,Transfer,PSD2
TX-100410,C-1052,P-01,2026-07-18,2026-07-20,470.14,GBP,Refund,EMIR
TX-100411,C-1049,P-01,2026-07-13,2026-07-15,320.55,GBP,Transfer,
TX-100412,C-1112,P-02,2026-07-21,2026-07-22,846.45,EUR,Transfer,EMIR
TX-100413,C-1029,P-01,2026-07-04,2026-07-05,690.15,EUR,Card payment,PSD2
TX-100414,C-1068,P-01,2026-07-20,2026-07-21,91.55,EUR,Transfer,PSD2
TX-100415,C-1083,P-01,2026-07-15,2026-07-16,141.07,EUR,Card payment,EMIR
TX-100416,C-1116,P-01,2026-07-08,2026-07-09,80.27,EUR,Refund,Operational
TX-100417,C-1031,P-02,2026-07-10,2026-07-11,193.36,EUR,Transfer,EMIR
TX-100418,C-1065,P-01,2026-07-14,2026-07-15,767.45,EUR,Card payment,Consumer
TX-100419,C-1019,P-01,2026-07-21,2026-07-23,128.57,USD,Refund,PSD2
TX-100420,C-1004,P-02,2026-07-23,2026-07-25,100.74,GBP,Transfer,Operational
TX-100421,C-1120,P-01,2026-07-17,2026-07-19,303.21,EUR,Card payment,Operational
TX-100422,C-1033,P-03,2026-07-22,2026-07-24,389.25,EUR,Card payment,Operational
TX-100423,C-1102,P-03,2026-07-22,2026-07-24,147.92,EUR,Card payment,Operational
TX-100424,C-1040,P-03,2026-07-12,2026-07-14,197.13,GBP,Refund,Consumer
TX-100425,C-1024,P-02,2026-07-01,2026-07-03,319.75,EUR,Card payment,Operational
TX-100426,C-1069,P-01,2026-07-20,2026-07-22,155.54,USD,Card payment,Operational
TX-100427,C-1085,P-03,2026-07-16,2026-07-17,158.53,USD,Transfer,Consumer
TX-100428,C-1097,P-03,2026-07-01,2026-07-02,296.56,EUR,Refund,Consumer
TX-100429,C-1098,P-01,2026-07-06,2026-07-08,244.08,EUR,Card payment,PSD2
TX-100430,C-1015,P-02,2026-07-20,2026-07-21,643.16,EUR,Refund,EMIR
TX-100431,C-1063,P-01,2026-07-14,2026-07-16,674.19,EUR,Transfer,Consumer
TX-100432,C-1054,P-02,2026-07-13,2026-07-15,383.83,USD,Refund,Consumer
TX-100433,C-1076,P-03,2026-07-15,2026-07-17,321.97,EUR,Card payment,PSD2
TX-100434,C-1029,P-01,2026-07-07,2026-07-09,304.41,EUR,Transfer,PSD2
TX-100435,C-1062,P-02,2026-07-07,2026-07-09,93.14,EUR,Card payment,EMIR
TX-100436,C-1102,P-03,2026-07-12,2026-07-14,138.81,GBP,Refund,EMIR
TX-100437,C-1052,P-02,2026-07-10,2026-07-11,178.21,EUR,Card payment,EMIR
TX-100438,C-1057,P-02,2026-07-07,2026-07-09,257.67,GBP,Transfer,Operational
TX-100439,C-1106,P-03,2026-07-04,2026-07-05,421.76,EUR,Refund,EMIR
TX-100440,C-1102,P-01,2026-07-07,2026-07-09,308.48,USD,Transfer,PSD2
TX-100441,C-1093,P-03,2026-07-09,2026-07-11,429.26,EUR,Card payment,Operational
TX-100442,C-1085,P-01,2026-07-03,2026-07-05,147.73,GBP,Transfer,Consumer
TX-100443,C-1015,P-01,2026-07-15,2026-07-17,1495.58,EUR,Transfer,Operational
TX-100444,C-1049,P-02,2026-07-10,2026-07-11,324.67,USD,Transfer,PSD2
TX-100445,C-1117,P-02,2026-07-13,2026-07-14,398.12,GBP,Transfer,PSD2
TX-100446,C-1119,P-02,2026-07-15,2026-07-16,449.76,EUR,Transfer,Consumer
TX-100447,C-1057,P-01,2026-07-09,2026-07-10,581.39,EUR,Transfer,Consumer
TX-100448,C-1073,P-01,2026-07-18,2026-07-20,153.54,EUR,Transfer,PSD2
TX-100449,C-1008,P-01,2026-07-20,2026-07-22,447.95,EUR,Card payment,EMIR
TX-100450,C-1031,P-02,2026-07-07,2026-07-08,305.3,USD,Refund,EMIR
TX-100451,C-1090,P-03,2026-07-12,2026-07-13,147.11,EUR,Refund,PSD2
TX-100452,C-1032,P-03,2026-07-05,2026-07-07,161.56,EUR,Refund,PSD2
TX-100453,C-1051,P-01,2026-07-09,2026-07-11,784.96,GBP,Transfer,EMIR
TX-100454,C-1028,P-03,2026-07-05,2026-07-06,378.29,EUR,Transfer,Consumer
TX-100455,C-1065,P-01,2026-07-20,2026-07-22,178.39,USD,Refund,Consumer
TX-100456,C-1092,P-03,2026-07-12,2026-07-14,235.67,EUR,Refund,Operational
TX-100457,C-1039,P-01,2026-07-03,2026-07-04,432.25,EUR,Refund,Operational
TX-100458,C-1070,P-01,2026-07-04,2026-07-06,354.77,EUR,Refund,PSD2
TX-100459,C-1074,P-02,2026-07-18,2026-07-19,356.22,EUR,Refund,Consumer
TX-100460,C-1068,P-02,2026-07-03,2026-07-05,265.35,EUR,Refund,Operational
TX-100461,C-1092,P-02,2026-07-07,2026-07-09,252.1,GBP,Card payment,PSD2
TX-100462,C-1074,P-02,2026-07-12,2026-07-13,247.17,GBP,Refund,Operational
TX-100463,C-1106,P-01,2026-07-02,2026-07-03,218.7,EUR,Card payment,PSD2
TX-100464,C-1026,P-01,2026-07-20,2026-07-21,552.52,USD,Card payment,EMIR
TX-100465,C-1036,P-03,2026-07-20,2026-07-22,423.57,EUR,Card payment,Operational
TX-100466,C-1104,P-01,2026-07-21,2026-07-22,70.22,EUR,Refund,Consumer
TX-100467,C-1018,P-03,2026-07-23,2026-07-25,293.83,EUR,Transfer,EMIR
TX-100468,C-1064,P-01,2026-07-22,2026-07-24,150.48,EUR,Card payment,PSD2
TX-100469,C-1048,P-03,2026-07-05,2026-07-06,806.62,USD,Refund,Consumer
TX-100470,C-1024,P-01,2026-07-22,2026-07-24,384.34,EUR,Card payment,PSD2
TX-100471,C-1118,P-02,2026-07-06,2026-07-08,284.15,EUR,Refund,Operational
TX-100472,C-1043,P-01,2026-07-01,2026-07-03,229.22,USD,Refund,Consumer
TX-100473,C-1100,P-02,2026-07-17,2026-07-19,163.41,EUR,Refund,PSD2
TX-100474,C-1084,P-02,2026-07-02,2026-07-04,341.15,USD,Transfer,Consumer
TX-100475,C-1117,P-01,2026-07-08,2026-07-10,753.51,USD,Card payment,Consumer
TX-100476,C-1076,P-02,2026-07-23,2026-07-24,171.78,GBP,Refund,Consumer
TX-100477,C-1020,P-01,2026-07-12,2026-07-14,563.78,USD,Transfer,Consumer
TX-100478,C-1065,P-01,2026-07-04,2026-07-05,891.6,EUR,Transfer,Operational
TX-100479,C-1028,P-01,2026-07-23,2026-07-25,170.57,EUR,Card payment,Operational
TX-100480,C-1040,P-01,2026-07-22,2026-07-24,353.01,GBP,Card payment,EMIR
TX-100481,C-1043,P-03,2026-07-06,2026-07-07,3529.3,EUR,Transfer,Consumer
TX-100482,C-1029,P-02,2026-07-01,2026-07-02,192.04,EUR,Transfer,PSD2
TX-100483,C-1038,P-01,2026-07-11,2026-07-12,235.12,GBP,Transfer,Operational
TX-100484,C-1071,P-01,2026-07-07,2026-07-09,781.29,USD,Transfer,EMIR
TX-100485,C-1055,P-03,2026-07-17,2026-07-19,168.1,EUR,Refund,Consumer
TX-100486,C-1110,P-02,2026-07-12,2026-07-13,195.48,GBP,Transfer,Operational
TX-100487,C-1025,P-03,2026-07-03,2026-07-04,228.54,USD,Card payment,Operational
TX-100488,C-1085,P-03,2026-07-19,2026-07-21,1671.56,EUR,Transfer,Operational
TX-100489,C-1106,P-03,2026-07-14,2026-07-16,263.26,GBP,Transfer,Consumer
TX-100490,C-1074,P-03,2026-07-05,2026-07-06,184.68,EUR,Refund,PSD2
TX-100491,C-1039,P-03,2026-07-05,2026-07-07,256.7,EUR,Card payment,Operational
TX-100492,C-1067,P-02,2026-07-02,2026-07-04,253.87,USD,Card payment,EMIR
TX-100493,C-1083,P-02,2026-07-13,2026-07-14,436.3,EUR,Transfer,Operational
TX-100494,C-1012,P-03,2026-07-05,2026-07-07,347.13,EUR,Transfer,PSD2
TX-100495,C-1113,P-02,2026-07-08,2026-07-09,277.89,USD,Refund,EMIR
TX-100496,C-1109,P-02,2026-07-20,2026-07-22,442.19,EUR,Transfer,Consumer
TX-100497,C-1091,P-03,2026-07-01,2026-07-02,116.56,EUR,Transfer,EMIR
TX-100498,C-1084,P-03,2026-07-21,2026-07-22,259.15,GBP,Transfer,PSD2
TX-100499,C-1060,P-02,2026-07-18,2026-07-20,488.36,EUR,Transfer,Consumer
TX-100500,C-1094,P-01,2026-07-19,2026-07-21,167.63,EUR,Card payment,Operational
TX-100501,C-1079,P-03,2026-07-01,2026-07-03,125.08,EUR,Refund,EMIR
TX-100502,C-1082,P-02,2026-07-06,2026-07-08,158.38,EUR,Card payment,EMIR
TX-100503,C-1112,P-03,2026-07-18,2026-07-19,132.9,EUR,Refund,Consumer
TX-100504,C-1013,P-01,2026-07-03,2026-07-04,701.02,EUR,Transfer,Operational
TX-100505,C-1091,P-02,2026-07-03,2026-07-04,333.17,USD,Transfer,Operational
TX-100506,C-1010,P-03,2026-07-22,2026-07-23,194.68,EUR,Refund,PSD2
TX-100507,C-1096,P-01,2026-07-05,2026-07-07,423.64,EUR,Refund,EMIR
TX-100508,C-1017,P-01,2026-07-07,2026-07-09,818.91,USD,Refund,Operational
TX-100509,C-1071,P-02,2026-07-01,2026-07-02,57.59,USD,Transfer,Consumer
TX-100510,C-1056,P-02,2026-07-17,2026-07-19,228.72,EUR,Refund,Operational
TX-100511,C-1074,P-02,2026-07-01,2026-07-02,62.58,EUR,Refund,EMIR
TX-100512,C-1064,P-01,2026-07-06,2026-07-07,687.93,GBP,Transfer,Operational
TX-100513,C-1037,P-01,2026-07-14,2026-07-16,206.05,EUR,Transfer,Operational
TX-100514,C-1068,P-03,2026-07-01,2026-07-02,217.3,EUR,Refund,Operational
TX-100515,C-1049,P-03,2026-07-17,2026-07-19,284.94,EUR,Card payment,Consumer
TX-100516,C-1042,P-02,2026-07-15,2026-07-16,583.66,EUR,Refund,PSD2
TX-100517,C-1084,P-01,2026-07-09,2026-07-10,471.67,GBP,Refund,Operational
TX-100518,C-1109,P-01,2026-07-16,2026-07-18,523.37,GBP,Transfer,Operational
TX-100519,C-1038,P-02,2026-07-03,2026-07-04,390.9,USD,Refund,Operational
TX-100520,C-1114,P-01,2026-07-03,2026-07-04,195.97,EUR,Transfer,EMIR
TX-100521,C-1120,P-01,2026-07-10,2026-07-11,281.63,EUR,Card payment,EMIR
TX-100522,C-1030,P-02,2026-07-16,2026-07-17,264.91,EUR,Card payment,Consumer
TX-100523,C-1053,P-02,2026-07-23,2026-07-25,165.67,EUR,Transfer,PSD2
TX-100524,C-1069,P-01,2026-07-18,2026-07-19,289.97,EUR,Card payment,Consumer
TX-100525,C-1008,P-01,2026-07-21,2026-07-23,158.71,USD,Transfer,PSD2
TX-100526,C-1022,P-02,2026-07-11,2026-07-12,216.57,EUR,Refund,EMIR
TX-100527,C-1054,P-02,2026-07-09,2026-07-11,458.85,EUR,Refund,EMIR
TX-100528,C-1050,P-02,2026-07-08,2026-07-09,99.05,GBP,Refund,Operational
TX-100529,C-1002,P-02,2026-07-16,2026-07-18,422.95,EUR,Refund,Operational
TX-100530,C-1026,P-01,2026-07-08,2026-07-10,518.31,USD,Refund,PSD2
TX-100531,C-1004,P-03,2026-07-13,2026-07-14,442.13,EUR,Transfer,EMIR
TX-100532,C-1098,P-02,2026-07-18,2026-07-19,366.5,EUR,Card payment,Consumer
TX-100533,C-1050,P-02,2026-07-07,2026-07-08,322.33,USD,Card payment,PSD2
TX-100534,C-1086,P-02,2026-07-14,2026-07-16,109.57,EUR,Refund,Operational
TX-100535,C-1062,P-03,2026-07-04,2026-07-05,484.32,USD,Card payment,EMIR
TX-100536,C-1106,P-02,2026-07-01,2026-07-03,145.71,EUR,Refund,EMIR
TX-100537,C-1064,P-02,2026-07-04,2026-07-06,105.89,GBP,Refund,Consumer
TX-100538,C-1058,P-01,2026-07-14,2026-07-15,517.18,EUR,Card payment,EMIR
TX-100539,C-1085,P-01,2026-07-22,2026-07-24,760.04,EUR,Card payment,Consumer
TX-100540,C-1111,P-01,2026-07-21,2026-07-22,345.11,GBP,Refund,PSD2
TX-100541,C-1118,P-02,2026-07-02,2026-07-03,155.79,USD,Card payment,Consumer
TX-100542,C-1058,P-01,2026-07-21,2026-07-23,807.5,GBP,Card payment,PSD2
TX-100543,C-1014,P-01,2026-07-12,2026-07-14,795.65,EUR,Refund,Operational
TX-100544,C-1024,P-03,2026-07-14,2026-07-15,105.51,EUR,Transfer,EMIR
TX-100545,C-1101,P-02,2026-07-19,2026-07-21,319.22,GBP,Transfer,Consumer
TX-100546,C-1014,P-02,2026-07-12,2026-07-14,219.65,GBP,Card payment,Operational
TX-100547,C-1069,P-01,2026-07-05,2026-07-07,381.14,EUR,Transfer,PSD2
TX-100548,C-1119,P-01,2026-07-01,2026-07-02,230.42,EUR,Transfer,PSD2
TX-100549,C-1120,P-02,2026-07-16,2026-07-17,538.62,USD,Transfer,EMIR
TX-100550,C-1109,P-01,2026-07-09,2026-07-11,239.87,EUR,Refund,Consumer
TX-100551,C-1060,P-02,2026-07-12,2026-07-14,375.23,EUR,Refund,EMIR
TX-100552,C-1051,P-03,2026-07-21,2026-07-22,127.09,EUR,Transfer,Consumer
TX-100553,C-1114,P-01,2026-07-10,2026-07-11,848.9,EUR,Refund,Operational
TX-100554,C-1028,P-02,2026-07-04,2026-07-06,375.7,EUR,Card payment,Operational
TX-100555,C-1057,P-02,2026-07-20,2026-07-22,458.96,GBP,Refund,Operational
TX-100556,C-1005,P-02,2026-07-23,2026-07-24,178.42,EUR,Card payment,EMIR
TX-100557,C-1071,P-01,2026-07-12,2026-07-14,150.79,EUR,Transfer,EMIR
TX-100558,C-1050,P-01,2026-07-14,2026-07-15,222.11,EUR,Refund,PSD2
TX-100559,C-1113,P-01,2026-07-11,2026-07-13,356.28,EUR,Transfer,Operational
TX-100560,C-1093,P-02,2026-07-05,2026-07-06,1202.49,EUR,Refund,PSD2
TX-100561,C-1107,P-01,2026-07-18,2026-07-19,272.25,EUR,Transfer,Operational
TX-100562,C-1114,P-01,2026-07-05,2026-07-07,76.75,EUR,Transfer,Operational
TX-100563,C-1096,P-01,2026-07-21,2026-07-22,365.84,EUR,Refund,Operational
TX-100564,C-1094,P-02,2026-07-06,2026-07-08,201.16,EUR,Transfer,Operational
TX-100565,C-1063,P-01,2026-07-05,2026-07-06,139.21,EUR,Transfer,EMIR
TX-100566,C-1067,P-02,2026-07-02,2026-07-03,255.42,GBP,Card payment,EMIR
TX-100567,C-1008,P-01,2026-07-08,2026-07-10,196.69,EUR,Refund,PSD2
TX-100568,C-1071,P-03,2026-07-07,2026-07-09,446.72,EUR,Transfer,Consumer
TX-100569,C-1050,P-01,2026-07-19,2026-07-20,708.52,GBP,Refund,Operational
TX-100570,C-1029,P-03,2026-07-08,2026-07-10,99.42,EUR,Refund,Consumer
TX-100571,C-1040,P-01,2026-07-15,2026-07-17,337.65,EUR,Card payment,Operational
TX-100572,C-1111,P-01,2026-07-21,2026-07-22,367.17,EUR,Card payment,Consumer
TX-100573,C-1078,P-02,2026-07-11,2026-07-12,330.25,EUR,Refund,Operational
TX-100574,C-1041,P-02,2026-07-19,2026-07-21,79.39,EUR,Refund,Consumer
TX-100575,C-1089,P-03,2026-07-19,2026-07-21,266.55,EUR,Card payment,EMIR
TX-100576,C-1097,P-02,2026-07-02,2026-07-03,1283.38,USD,Transfer,EMIR
TX-100577,C-1044,P-03,2026-07-20,2026-07-22,582.19,EUR,Card payment,Operational
TX-100578,C-1056,P-02,2026-07-02,2026-07-03,103.85,EUR,Transfer,PSD2
TX-100579,C-1042,P-01,2026-07-13,2026-07-14,374.12,USD,Refund,Consumer
TX-100580,C-1007,P-02,2026-07-14,2026-07-15,143.81,EUR,Refund,PSD2
TX-100581,C-1030,P-01,2026-07-19,2026-07-20,96.09,EUR,Card payment,PSD2
TX-100582,C-1048,P-03,2026-07-17,2026-07-19,188.52,EUR,Card payment,PSD2
TX-100583,C-1035,P-01,2026-07-16,2026-07-17,406.21,EUR,Card payment,Operational
TX-100584,C-1053,P-03,2026-07-13,2026-07-14,98.58,EUR,Refund,Operational
TX-100585,C-1055,P-01,2026-07-18,2026-07-20,246.34,EUR,Card payment,Operational
TX-100586,C-1053,P-01,2026-07-21,2026-07-23,208.84,EUR,Refund,Consumer
TX-100587,C-1110,P-02,2026-07-09,2026-07-11,211.63,GBP,Transfer,Operational
TX-100588,C-1088,P-01,2026-07-02,2026-07-04,140.86,USD,Refund,EMIR
TX-100589,C-1097,P-02,2026-07-23,2026-07-25,116.34,EUR,Transfer,PSD2
TX-100590,C-1040,P-03,2026-07-11,2026-07-13,251.12,EUR,Refund,PSD2
TX-100591,C-1038,P-01,2026-07-06,2026-07-08,118.95,USD,Card payment,EMIR
TX-100592,C-1111,P-01,2026-07-08,2026-07-10,286.7,EUR,Card payment,EMIR
TX-100593,C-1096,P-01,2026-07-21,2026-07-23,204.66,USD,Card payment,Consumer
TX-100594,C-1068,P-03,2026-07-05,2026-07-07,348.13,EUR,Transfer,Operational
TX-100595,C-1025,P-01,2026-07-04,2026-07-06,195.39,GBP,Card payment,EMIR
TX-100596,C-1052,P-01,2026-07-23,2026-07-25,531.61,EUR,Transfer,PSD2
TX-100597,C-1025,P-03,2026-07-19,2026-07-21,738.51,EUR,Card payment,Operational
TX-100598,C-1080,P-02,2026-07-13,2026-07-15,267.85,EUR,Transfer,Operational
TX-100599,C-1064,P-03,2026-07-07,2026-07-09,87.81,EUR,Refund,Operational
TX-100600,C-1085,P-02,2026-07-10,2026-07-11,458.78,USD,Transfer,Consumer
