transaction_id,bank_reference,bank_amount,currency,bank_settlement_date
TX-100505,BNK-000505,333.17,USD,2026-07-04
TX-100506,BNK-000506,194.68,EUR,2026-07-23
TX-100507,BNK-000507,423.64,EUR,2026-07-07
TX-100508,BNK-000508,818.91,USD,2026-07-09
TX-100509,BNK-000509,57.59,USD,2026-07-02
TX-100510,BNK-000510,228.72,EUR,2026-07-19
TX-100511,BNK-000511,62.58,EUR,2026-07-02
TX-100512,BNK-000512,687.93,GBP,2026-07-07
TX-100513,BNK-000513,206.05,EUR,2026-07-16
TX-100514,BNK-000514,217.3,EUR,2026-07-02
TX-100515,BNK-000515,284.94,EUR,2026-07-19
TX-100516,BNK-000516,583.66,EUR,2026-07-16
TX-100517,BNK-000517,471.67,GBP,2026-07-10
TX-100518,BNK-000518,523.37,GBP,2026-07-18
TX-100519,BNK-000519,390.9,USD,2026-07-04
TX-100520,BNK-000520,195.97,EUR,2026-07-04
TX-100521,BNK-000521,281.63,EUR,2026-07-11
TX-100522,BNK-000522,264.91,EUR,2026-07-17
TX-100523,BNK-000523,165.67,EUR,2026-07-25
TX-100524,BNK-000524,289.97,EUR,2026-07-19
TX-100525,BNK-000525,158.71,USD,2026-07-23
TX-100526,BNK-000526,216.57,EUR,2026-07-12
TX-100527,BNK-000527,458.85,EUR,2026-07-11
TX-100528,BNK-000528,99.05,GBP,2026-07-09
TX-100529,BNK-000529,422.95,EUR,2026-07-18
TX-100530,BNK-000530,518.31,USD,2026-07-10
TX-100531,BNK-000531,442.13,EUR,2026-07-14
TX-100532,BNK-000532,366.5,EUR,2026-07-19
TX-100533,BNK-000533,322.33,USD,2026-07-08
TX-100534,BNK-000534,109.57,EUR,2026-07-16
TX-100535,BNK-000535,484.32,USD,2026-07-05
TX-100536,BNK-000536,145.71,EUR,2026-07-03
TX-100537,BNK-000537,105.89,GBP,2026-07-06
TX-100538,BNK-000538,517.18,EUR,2026-07-15
TX-100539,BNK-000539,760.04,EUR,2026-07-24
TX-100540,BNK-000540,345.11,GBP,2026-07-22
TX-100541,BNK-000541,155.79,USD,2026-07-03
TX-100542,BNK-000542,807.5,GBP,2026-07-23
TX-100543,BNK-000543,795.65,EUR,2026-07-14
TX-100544,BNK-000544,105.51,EUR,2026-07-15
TX-100545,BNK-000545,319.22,GBP,2026-07-21
TX-100546,BNK-000546,219.65,GBP,2026-07-14
TX-100547,BNK-000547,381.14,EUR,2026-07-07
TX-100548,BNK-000548,230.42,EUR,2026-07-02
TX-100549,BNK-000549,538.62,USD,2026-07-17
TX-100550,BNK-000550,239.87,EUR,2026-07-11
TX-100551,BNK-000551,375.23,EUR,2026-07-14
TX-100552,BNK-000552,127.09,EUR,2026-07-22
TX-100553,BNK-000553,848.9,EUR,2026-07-11
TX-100554,BNK-000554,375.7,EUR,2026-07-06
TX-100555,BNK-000555,458.96,GBP,2026-07-22
TX-100556,BNK-000556,178.42,EUR,2026-07-24
TX-100557,BNK-000557,150.79,EUR,2026-07-14
TX-100558,BNK-000558,222.11,EUR,2026-07-15
TX-100559,BNK-000559,356.28,EUR,2026-07-13
TX-100560,BNK-000560,1202.49,EUR,2026-07-06
TX-100561,BNK-000561,272.25,EUR,2026-07-19
TX-100562,BNK-000562,76.75,EUR,2026-07-07
TX-100563,BNK-000563,365.84,EUR,2026-07-22
TX-100564,BNK-000564,201.16,EUR,2026-07-08
TX-100565,BNK-000565,139.21,EUR,2026-07-06
TX-100566,BNK-000566,255.42,GBP,2026-07-03
TX-100567,BNK-000567,196.69,EUR,2026-07-10
TX-100568,BNK-000568,446.72,EUR,2026-07-09
TX-100569,BNK-000569,708.52,GBP,2026-07-20
TX-100570,BNK-000570,99.42,EUR,2026-07-10
TX-100571,BNK-000571,337.65,EUR,2026-07-17
TX-100572,BNK-000572,367.17,EUR,2026-07-22
TX-100573,BNK-000573,330.25,EUR,2026-07-12
TX-100574,BNK-000574,79.39,EUR,2026-07-21
TX-100575,BNK-000575,266.55,EUR,2026-07-21
TX-100576,BNK-000576,1283.38,USD,2026-07-03
TX-100577,BNK-000577,582.19,EUR,2026-07-22
TX-100578,BNK-000578,103.85,EUR,2026-07-03
TX-100579,BNK-000579,374.12,USD,2026-07-14
TX-100580,BNK-000580,143.81,EUR,2026-07-15
TX-100581,BNK-000581,96.09,EUR,2026-07-20
TX-100582,BNK-000582,188.52,EUR,2026-07-19
TX-100583,BNK-000583,406.21,EUR,2026-07-17
TX-100584,BNK-000584,98.58,EUR,2026-07-14
TX-100585,BNK-000585,246.34,EUR,2026-07-20
TX-100586,BNK-000586,208.84,EUR,2026-07-23
TX-100587,BNK-000587,211.63,GBP,2026-07-11
TX-100588,BNK-000588,140.86,USD,2026-07-04
TX-100589,BNK-000589,116.34,EUR,2026-07-25
TX-100590,BNK-000590,251.12,EUR,2026-07-13
TX-100591,BNK-000591,118.95,USD,2026-07-08
TX-100592,BNK-000592,286.7,EUR,2026-07-10
TX-100593,BNK-000593,204.66,USD,2026-07-23
TX-100594,BNK-000594,348.13,EUR,2026-07-07
TX-100595,BNK-000595,195.39,GBP,2026-07-06
TX-100596,BNK-000596,531.61,EUR,2026-07-25
TX-100597,BNK-000597,738.51,EUR,2026-07-21
TX-100598,BNK-000598,259.1,EUR,2026-07-15
TX-100599,BNK-000599,87.81,EUR,2026-07-09
TX-100600,BNK-000600,458.78,USD,2026-07-11
TX-100601,BNK-000601,653.51,EUR,2026-07-14
TX-100602,BNK-000602,185.22,EUR,2026-07-18
TX-100603,BNK-000603,496.82,EUR,2026-07-04
TX-100604,BNK-000604,81.35,USD,2026-07-21
TX-100605,BNK-000605,189.33,EUR,2026-07-16
TX-100606,BNK-000606,109.93,EUR,2026-07-11
TX-100607,BNK-000607,1050.91,EUR,2026-07-21
TX-100608,BNK-000608,620.34,EUR,2026-07-07
TX-100609,BNK-000609,461.13,EUR,2026-07-24
TX-100610,BNK-000610,105.06,EUR,2026-07-14
TX-100611,BNK-000611,67.01,GBP,2026-07-15
TX-100612,BNK-000612,20.64,GBP,2026-07-11
TX-100613,BNK-000613,345.57,EUR,2026-07-10
TX-100614,BNK-000614,79.36,GBP,2026-07-08
TX-100615,BNK-000615,50.1,EUR,2026-07-23
TX-100616,BNK-000616,263.85,EUR,2026-07-13
TX-100617,BNK-000617,398.82,USD,2026-07-11
TX-100618,BNK-000618,108.77,GBP,2026-07-17
TX-100619,BNK-000619,210.12,EUR,2026-07-24
TX-100620,BNK-000620,320.67,USD,2026-07-16
TX-100621,BNK-000621,144.53,EUR,2026-07-22
TX-100622,BNK-000622,168.73,EUR,2026-07-11
TX-100623,BNK-000623,146.59,EUR,2026-07-14
TX-100624,BNK-000624,202.03,EUR,2026-07-22
TX-100625,BNK-000625,236.7,USD,2026-07-17
TX-100626,BNK-000626,164.11,GBP,2026-07-15
TX-100627,BNK-000627,447.94,EUR,2026-07-04
TX-100628,BNK-000628,679.84,EUR,2026-07-22
TX-100629,BNK-000629,319.42,USD,2026-07-14
TX-100630,BNK-000630,752.26,GBP,2026-07-24
TX-100631,BNK-000631,445.49,USD,2026-07-06
TX-100632,BNK-000632,144.48,EUR,2026-07-08
TX-100633,BNK-000633,182.71,EUR,2026-07-13
TX-100634,BNK-000634,1285.67,EUR,2026-07-21
TX-100635,BNK-000635,299.56,EUR,2026-07-25
TX-100636,BNK-000636,572.42,GBP,2026-07-15
TX-100637,BNK-000637,53.35,GBP,2026-07-16
TX-100638,BNK-000638,497.09,EUR,2026-07-24
TX-100639,BNK-000639,153.27,EUR,2026-07-07
TX-100640,BNK-000640,261.98,USD,2026-07-16
TX-100641,BNK-000641,489.03,EUR,2026-07-21
TX-100642,BNK-000642,193.75,EUR,2026-07-18
TX-100643,BNK-000643,303.35,EUR,2026-07-23
TX-100644,BNK-000644,177.49,GBP,2026-07-17
TX-100645,BNK-000645,415.79,USD,2026-07-15
TX-100646,BNK-000646,243.3,EUR,2026-07-22
TX-100647,BNK-000647,692.26,EUR,2026-07-09
TX-100648,BNK-000648,173.55,EUR,2026-07-09
TX-100649,BNK-000649,695.72,EUR,2026-07-08
TX-100210,BNK-DUP-210,284.86,GBP,2026-07-14
