transaction_id,ledger_entry_id,ledger_amount,currency,posting_date
TX-100520,GL-000520,195.97,EUR,2026-07-04
TX-100521,GL-000521,281.63,EUR,2026-07-11
TX-100522,GL-000522,264.91,EUR,2026-07-17
TX-100523,GL-000523,165.67,EUR,2026-07-25
TX-100524,GL-000524,289.97,EUR,2026-07-19
TX-100525,GL-000525,158.71,USD,2026-07-23
TX-100526,GL-000526,216.57,EUR,2026-07-12
TX-100527,GL-000527,458.85,EUR,2026-07-11
TX-100528,GL-000528,99.05,GBP,2026-07-09
TX-100529,GL-000529,422.95,EUR,2026-07-18
TX-100530,GL-000530,518.31,USD,2026-07-10
TX-100531,GL-000531,442.13,EUR,2026-07-14
TX-100532,GL-000532,366.5,EUR,2026-07-19
TX-100533,GL-000533,322.33,USD,2026-07-08
TX-100534,GL-000534,109.57,EUR,2026-07-16
TX-100535,GL-000535,484.32,USD,2026-07-05
TX-100536,GL-000536,145.71,EUR,2026-07-03
TX-100537,GL-000537,105.89,GBP,2026-07-06
TX-100538,GL-000538,517.18,EUR,2026-07-15
TX-100539,GL-000539,760.04,EUR,2026-07-24
TX-100540,GL-000540,345.11,GBP,2026-07-22
TX-100541,GL-000541,155.79,USD,2026-07-03
TX-100542,GL-000542,807.5,GBP,2026-07-23
TX-100543,GL-000543,795.65,EUR,2026-07-14
TX-100544,GL-000544,105.51,EUR,2026-07-15
TX-100545,GL-000545,319.22,GBP,2026-07-21
TX-100546,GL-000546,219.65,GBP,2026-07-14
TX-100547,GL-000547,381.14,EUR,2026-07-07
TX-100548,GL-000548,230.42,EUR,2026-07-02
TX-100549,GL-000549,538.62,USD,2026-07-17
TX-100550,GL-000550,239.87,EUR,2026-07-11
TX-100551,GL-000551,375.23,EUR,2026-07-14
TX-100552,GL-000552,127.09,EUR,2026-07-22
TX-100553,GL-000553,848.9,EUR,2026-07-11
TX-100554,GL-000554,375.7,EUR,2026-07-06
TX-100555,GL-000555,458.96,GBP,2026-07-22
TX-100556,GL-000556,178.42,EUR,2026-07-24
TX-100557,GL-000557,150.79,EUR,2026-07-14
TX-100558,GL-000558,222.11,EUR,2026-07-15
TX-100559,GL-000559,356.28,EUR,2026-07-13
TX-100560,GL-000560,1202.49,EUR,2026-07-06
TX-100561,GL-000561,272.25,EUR,2026-07-19
TX-100562,GL-000562,76.75,EUR,2026-07-07
TX-100563,GL-000563,365.84,EUR,2026-07-22
TX-100564,GL-000564,201.16,EUR,2026-07-08
TX-100565,GL-000565,139.21,EUR,2026-07-06
TX-100566,GL-000566,255.42,GBP,2026-07-03
TX-100567,GL-000567,196.69,EUR,2026-07-10
TX-100568,GL-000568,446.72,EUR,2026-07-09
TX-100569,GL-000569,708.52,GBP,2026-07-20
TX-100570,GL-000570,99.42,EUR,2026-07-10
TX-100571,GL-000571,337.65,EUR,2026-07-17
TX-100572,GL-000572,367.17,EUR,2026-07-22
TX-100573,GL-000573,330.25,EUR,2026-07-12
TX-100574,GL-000574,79.39,EUR,2026-07-21
TX-100575,GL-000575,266.55,EUR,2026-07-21
TX-100576,GL-000576,1283.38,USD,2026-07-03
TX-100577,GL-000577,582.19,EUR,2026-07-22
TX-100578,GL-000578,103.85,EUR,2026-07-03
TX-100579,GL-000579,374.12,USD,2026-07-14
TX-100580,GL-000580,143.81,EUR,2026-07-15
TX-100581,GL-000581,96.09,EUR,2026-07-20
TX-100582,GL-000582,188.52,EUR,2026-07-19
TX-100583,GL-000583,406.21,EUR,2026-07-17
TX-100584,GL-000584,98.58,EUR,2026-07-14
TX-100585,GL-000585,246.34,EUR,2026-07-20
TX-100586,GL-000586,208.84,EUR,2026-07-23
TX-100587,GL-000587,211.63,GBP,2026-07-11
TX-100588,GL-000588,140.86,USD,2026-07-04
TX-100589,GL-000589,116.34,EUR,2026-07-25
TX-100591,GL-000591,118.95,USD,2026-07-08
TX-100592,GL-000592,286.7,EUR,2026-07-10
TX-100593,GL-000593,204.66,USD,2026-07-23
TX-100594,GL-000594,348.13,EUR,2026-07-07
TX-100595,GL-000595,195.39,GBP,2026-07-06
TX-100596,GL-000596,531.61,EUR,2026-07-25
TX-100597,GL-000597,738.51,EUR,2026-07-21
TX-100598,GL-000598,267.85,EUR,2026-07-15
TX-100599,GL-000599,87.81,EUR,2026-07-09
TX-100600,GL-000600,458.78,USD,2026-07-11
TX-100601,GL-000601,653.51,EUR,2026-07-14
TX-100602,GL-000602,185.22,EUR,2026-07-18
TX-100603,GL-000603,496.82,EUR,2026-07-04
TX-100604,GL-000604,81.35,USD,2026-07-21
TX-100605,GL-000605,189.33,EUR,2026-07-16
TX-100606,GL-000606,109.93,EUR,2026-07-11
TX-100607,GL-000607,1050.91,EUR,2026-07-21
TX-100608,GL-000608,620.34,EUR,2026-07-07
TX-100609,GL-000609,461.13,EUR,2026-07-24
TX-100610,GL-000610,105.06,EUR,2026-07-14
TX-100611,GL-000611,67.01,GBP,2026-07-15
TX-100612,GL-000612,20.64,GBP,2026-07-11
TX-100613,GL-000613,345.57,EUR,2026-07-10
TX-100614,GL-000614,79.36,GBP,2026-07-08
TX-100615,GL-000615,50.1,EUR,2026-07-23
TX-100616,GL-000616,263.85,EUR,2026-07-13
TX-100617,GL-000617,398.82,USD,2026-07-11
TX-100618,GL-000618,108.77,GBP,2026-07-17
TX-100619,GL-000619,210.12,EUR,2026-07-24
TX-100620,GL-000620,320.67,USD,2026-07-16
TX-100621,GL-000621,144.53,EUR,2026-07-22
TX-100622,GL-000622,168.73,EUR,2026-07-11
TX-100623,GL-000623,146.59,EUR,2026-07-14
TX-100624,GL-000624,202.03,EUR,2026-07-22
TX-100625,GL-000625,236.7,USD,2026-07-17
TX-100626,GL-000626,164.11,GBP,2026-07-15
TX-100627,GL-000627,447.94,EUR,2026-07-04
TX-100628,GL-000628,679.84,EUR,2026-07-22
TX-100629,GL-000629,319.42,USD,2026-07-14
TX-100630,GL-000630,752.26,GBP,2026-07-24
TX-100631,GL-000631,445.49,USD,2026-07-06
TX-100632,GL-000632,144.48,EUR,2026-07-08
TX-100633,GL-000633,182.71,EUR,2026-07-13
TX-100634,GL-000634,1285.67,EUR,2026-07-21
TX-100635,GL-000635,299.56,EUR,2026-07-25
TX-100636,GL-000636,572.42,GBP,2026-07-15
TX-100637,GL-000637,53.35,GBP,2026-07-16
TX-100638,GL-000638,497.09,EUR,2026-07-24
TX-100639,GL-000639,153.27,EUR,2026-07-07
TX-100640,GL-000640,261.98,USD,2026-07-16
TX-100641,GL-000641,489.03,EUR,2026-07-21
TX-100642,GL-000642,193.75,EUR,2026-07-18
TX-100643,GL-000643,303.35,EUR,2026-07-23
TX-100644,GL-000644,177.49,GBP,2026-07-17
TX-100645,GL-000645,415.79,USD,2026-07-15
TX-100646,GL-000646,243.3,EUR,2026-07-22
TX-100647,GL-000647,692.26,EUR,2026-07-09
TX-100648,GL-000648,173.55,EUR,2026-07-09
TX-100649,GL-000649,695.72,EUR,2026-07-08
